17.765	3
17.775	0
17.785	2
17.795	2
17.805	1
17.815	1
17.825	2
17.835	1
17.845	1
17.855	1
17.865	1
17.875	2
17.885	0
17.895	0
17.905	1
17.915	1
17.925	2
17.935	1
17.945	1
17.955	1
17.965	3
17.975	0
17.985	2
17.995	2
18.005	2
18.015	2
18.025	0
18.035	0
18.045	2
18.055	2
18.065	0
18.075	0
18.085	3
18.095	3
18.105	1
18.115	3
18.125	0
18.135	2
18.145	1
18.155	0
18.165	1
18.175	1
18.185	1
18.195	1
18.205	1
18.215	2
18.225	2
18.235	1
18.245	2
18.255	1
18.265	3
18.275	1
18.285	1
18.295	1
18.305	0
18.315	2
18.325	2
18.335	1
18.345	2
18.355	1
18.365	0
18.375	1
18.385	1
18.395	1
18.405	1
18.415	1
18.425	0
18.435	3
18.445	2
18.455	2
18.465	1
18.475	0
18.485	0
18.495	0
18.505	1
18.515	1
18.525	1
18.535	1
18.545	0
18.555	1
18.565	1
18.575	0
18.585	1
18.595	0
18.605	0
18.615	2
18.625	0
18.635	4
18.645	0
18.655	0
18.665	0
18.675	1
18.685	0
18.695	1
18.705	1
18.715	2
18.725	1
18.735	1
18.745	1
18.755	0
18.765	2
18.775	3
18.785	0
18.795	1
18.805	1
18.815	2
18.825	2
18.835	0
18.845	0
18.855	0
18.865	1
18.875	2
18.885	0
18.895	0
18.905	0
18.915	1
18.925	1
18.935	0
18.945	0
18.955	2
18.965	0
18.975	2
18.985	1
18.995	4
19.005	1
19.015	0
19.025	0
19.035	1
19.045	2
19.055	0
19.065	2
19.075	1
19.085	0
19.095	0
19.105	0
19.115	1
19.125	3
19.135	0
19.145	1
19.155	2
19.165	1
19.175	0
19.185	1
19.195	0
19.205	1
19.215	1
19.225	0
19.235	0
19.245	1
19.255	2
19.265	0
19.275	0
19.285	0
19.295	1
19.305	0
19.315	2
19.325	1
19.335	0
19.345	0
19.355	2
19.365	0
19.375	0
19.385	0
19.395	0
19.405	1
19.415	0
19.425	0
19.435	1
19.445	0
19.455	1
19.465	0
19.475	0
19.485	0
19.495	0
19.505	0
19.515	0
19.525	0
19.535	1
19.545	0
19.555	1
19.565	0
19.575	1
19.585	0
19.595	1
19.605	0
19.615	1
19.625	0
19.635	1
19.645	2
19.655	0
19.665	1
19.675	0
19.685	1
19.695	0
19.705	1
19.715	1
19.725	0
19.735	2
19.745	0
19.755	0
19.765	0
19.775	0
19.785	0
19.795	0
19.805	0
19.815	0
19.825	2
19.835	1
19.845	1
19.855	2
19.865	1
19.875	0
19.885	2
19.895	0
19.905	1
19.915	0
19.925	3
19.935	0
19.945	0
19.955	0
19.965	0
19.975	0
19.985	0
19.995	0
